IATA,,,,,,,,,,,,,,
ATL,,,,,,,,,,,,,,
DFW,,,,,,,,,,,,,,
DEN,,,,,,,,,,,,,,
ORD,,,,,,,,,,,,,,
LAX,,,,,,,,,,,,,,
CLT,,,,,,,,,,,,,,
LAS,,,,,,,,,,,,,,
PHX,,,,,,,,,,,,,,
MCO,,,,,,,,,,,,,,
SEA,,,,,,,,,,,,,,
MIA,,,,,,,,,,,,,,
IAH,,,,,,,,,,,,,,
JFK,,,,,,,,,,,,,,
FLL,,,,,,,,,,,,,,
SFO,,,,,,,,,,,,,,
EWR,,,,,,,,,,,,,,
MSP,,,,,,,,,,,,,,
DTW,,,,,,,,,,,,,,
BOS,,,,,,,,,,,,,,
PHL,,,,,,,,,,,,,,
STL,,,,,,,,,,,,,,
BWI,,,,,,,,,,,,,,
TPA,,,,,,,,,,,,,,
SAN,,,,,,,,,,,,,,
SLC,,,,,,,,,,,,,,
IAD,,,,,,,,,,,,,,
BNA,,,,,,,,,,,,,,
LGA,,,,,,,,,,,,,,
DAL,,,,,,,,,,,,,,
DCA,,,,,,,,,,,,,,
PDX,,,,,,,,,,,,,,
